Run,Sex_Co,Sex_P,Age_Co,Age_P,Race_Co,Race_P,Ins_Co,Ins_P
Run1,0.8334892611531324,0.00021277473028890502,0.7105914083123721,0.025515868262101487,0.5191508553096895,0.17311654480186514,0.5383634096303417,0.1756503390481854
Run2,0.7344983502122704,0.0027740411783695514,0.6758623335679257,0.05535238695806098,0.5504981398095294,0.09649420965292377,0.35348311379677616,0.4354771047791831
Run3,0.7984602262350136,0.0006170506371520169,0.706665970416414,0.02703189069052709,0.525639855290018,0.13958046587179485,0.3484383243712281,0.5010432031945128
Run4,0.8363307521536479,0.0001931501169286864,0.7300587416544325,0.015523993459787128,0.5038394302968935,0.13768339452447928,0.5282507963361455,0.14848346565081372
Run5,0.7745549417937869,0.0011432602319935738,0.7151826222542464,0.03393224020701452,0.5569854912984332,0.08971893997953227,0.3898517816093046,0.3700754506691514
,0.7954667063095704,0.0009880553789465467,0.7076722152410782,0.03147127591549824,0.5312227544009127,0.12731871096611908,0.4316774851487592,0.32614591266836923
,0.03739181857038301,0.0009383890508160048,0.017415157368169957,0.013044345939781953,0.019412932001563295,0.030107257347892193,0.082577195871982,0.13767869212844228
